"Positions_ID","Buchungs_FS","Konto","Anzahl","Preis","Rabatt","Benutzer_FS","erfasst","Leistung_Text","Leistung_FS"
"2897","750","150","15","25.00","0.00","1","2023-02-24 00:00:00","Familienzimmer 1 x 5-Bett",NULL
"2898","750","210","15","8.00","0.00","1","2023-02-24 00:00:00","Zmorge",NULL
"2899","751","110","12","13.50","0.00","1","2023-02-25 00:00:00","Mehrbettzimmer 1 x 6-Bett",NULL
"2900","751","130","12","22.50","0.00","1","2023-02-25 00:00:00","3 x Zweibettzimmer","3"
"2901","751","210","15","8.00","0.00","1","2023-02-25 00:00:00","Zmorge",NULL
"2902","751","240","15","11.50","0.00","1","2023-02-25 00:00:00","Abendessen",NULL
"2903","752","110","30","16.00","0.00","1","2023-02-25 00:00:00","dormitory 5 x 6-Bed-Rooms",NULL
"2904","752","110","8","25.00","0.00","1","2023-02-25 00:00:00","dormitory 2 x 4-Bed-Rooms",NULL
"2905","752","150","5","25.00","0.00","1","2023-02-25 00:00:00","Family-Room 1 x 5-Bed-Roo",NULL
"2906","752","210","43","8.00","0.00","1","2023-02-25 00:00:00","Breakfast",NULL
"2907","754","170","6","47.50","0.00","1","2023-02-25 00:00:00","3 Twin room for single us",NULL
"2908","754","210","6","8.00","0.00","1","2023-02-25 00:00:00","Breakfast",NULL
"2909","751","150","6","22.50","0.00","13","2023-03-04 00:00:00","Familienzimmer","6"
"2910","751","150","1","22.50","0.00","13","2023-03-04 00:00:00","Familienzimmer","6"
"2911","751","150","4","22.50","0.00","13","2023-03-04 00:00:00","Familienzimmer","6"
"2912","751","240","20","11.50","0.00","13","2023-03-04 00:00:00","Abendessen",NULL
"2913","751","210","20","8.00","0.00","13","2023-03-04 00:00:00","Zmorge",NULL
"2914","755","130","2","22.50","0.00","13","2023-03-04 00:00:00","Zweibettzimmer","3"
"2915","755","210","2","8.00","0.00","13","2023-03-04 00:00:00","Zmorge",NULL
"2916","755","110","17","13.50","0.00","13","2023-03-04 00:00:00","Mehrbettzimmer","3"
"2917","755","210","17","8.00","0.00","13","2023-03-04 00:00:00","Zmorge",NULL
"2918","756","240","7","11.50","0.00","13","2023-03-06 00:00:00","Abendessen",NULL
"2919","756","110","4","13.50","0.00","13","2023-03-06 00:00:00","Mehrbettzimmer","3"
"2920","756","210","4","8.00","0.00","13","2023-03-06 00:00:00","Zmorge",NULL
"2921","756","110","2","13.50","0.00","13","2023-03-06 00:00:00","Mehrbettzimmer","3"
"2922","756","210","2","8.00","0.00","13","2023-03-06 00:00:00","Zmorge",NULL
"2923","757","110","17","16.00","0.00","13","2023-03-06 00:00:00","Mehrbettzimmer","3"
"2924","757","210","17","8.00","0.00","13","2023-03-06 00:00:00","Zmorge",NULL
"2925","758","130","2","25.00","0.00","13","2023-03-06 00:00:00","Zweibettzimmer","3"
"2926","758","210","2","8.00","0.00","13","2023-03-06 00:00:00","Zmorge",NULL
"2927","758","432","2","5.00","0.00","13","2023-03-06 00:00:00","1-Tageskarte",NULL
"2928","759","150","40","25.00","0.00","13","2023-03-06 00:00:00","dormitory 10 x 4 Bed-Room",NULL
"2929","759","150","3","25.00","0.00","13","2023-03-06 00:00:00","dormitory 1 x 3 Bed-Room",NULL
"2930","759","210","43","8.00","0.00","13","2023-03-06 00:00:00","Breakfast",NULL
"2931","760","110","270","16.00","0.00","13","2023-03-07 00:00:00","Mehrbettzimmer","3"
"2932","760","210","270","8.00","0.00","13","2023-03-07 00:00:00","Zmorge",NULL
"2933","760","210","27","8.00","0.00","13","2023-03-07 00:00:00","Zmorge",NULL
"2934","760","170","27","50.00","0.00","13","2023-03-07 00:00:00","Einerzimmer","7"
"2935","760","230","264","11.50","0.00","13","2023-03-07 00:00:00","Lunch",NULL
"2936","760","240","297","11.50","0.00","13","2023-03-07 00:00:00","Abendessen",NULL
"2937","761","190","3","16.50","0.00","13","2023-03-07 00:00:00","Kinderpreise",NULL
"2938","761","432","3","10.00","0.00","13","2023-03-07 00:00:00","1-Familie Tageskarte",NULL
"2939","761","150","9","25.00","0.00","13","2023-03-07 00:00:00","Familienzimmer","6"
"2940","761","210","9","8.00","0.00","13","2023-03-07 00:00:00","Zmorge",NULL
"2941","762","130","4","25.00","0.00","13","2023-03-07 00:00:00","Zweibettzimmer","3"
"2942","762","210","4","8.00","0.00","13","2023-03-07 00:00:00","Zmorge",NULL
"2943","762","130","4","25.00","0.00","13","2023-03-07 00:00:00","Zweibettzimmer","3"
"2944","762","210","4","8.00","0.00","13","2023-03-07 00:00:00","Zmorge",NULL
"2945","762","432","8","5.00","0.00","13","2023-03-07 00:00:00","Tageskarte",NULL
"2946","763","130","4","25.00","0.00","13","2023-03-08 00:00:00","Zweibettzimmer","3"
"2947","763","210","4","8.00","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2948","764","130","6","22.50","0.00","13","2023-03-08 00:00:00","Zweibettzimmer","3"
"2949","764","210","6","8.00","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2950","765","150","16","25.00","0.00","13","2023-03-08 00:00:00","Familienzimmer","6"
"2951","765","210","16","8.00","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2952","765","130","4","25.00","0.00","13","2023-03-08 00:00:00","Zweibettzimmer","3"
"2953","765","210","4","8.00","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2954","765","240","20","11.50","0.00","13","2023-03-08 00:00:00","Abendessen",NULL
"2955","766","190","2","16.50","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2956","766","240","16","11.50","0.00","13","2023-03-08 00:00:00","Abendessen",NULL
"2957","766","190","2","5.75","0.00","13","2023-03-08 00:00:00","Kinderpreis Abendessen",NULL
"2958","767","150","16","25.00","0.00","13","2023-03-08 00:00:00","Familienzimmer","6"
"2959","767","210","16","8.00","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2960","767","190","12","16.50","0.00","13","2023-03-08 00:00:00","Zmorge",NULL
"2961","767","190","4","0.00","0.00","13","2023-03-08 00:00:00","Kind unter 2 Jahren grati",NULL
"2962","767","240","16","11.50","0.00","13","2023-03-08 00:00:00","Abendessen",NULL
"2963","767","240","12","5.75","0.00","13","2023-03-08 00:00:00","Abendessen Kinderpreis",NULL
"2964","767","240","4","0.00","0.00","13","2023-03-08 00:00:00","Abendess. Kind unter 2 Ja",NULL
"2965","769","130","1","22.50","0.00","14","2023-03-09 00:00:00","Zweibettzimmer","3"
"2966","769","210","1","8.00","0.00","14","2023-03-09 00:00:00","Zmorge",NULL
"2967","769","110","6","13.50","0.00","14","2023-03-09 00:00:00","Mehrbettzimmer","3"
"2968","769","210","6","8.00","0.00","14","2023-03-09 00:00:00","Zmorge",NULL
"2969","769","110","2","13.50","0.00","14","2023-03-09 00:00:00","Mehrbettzimmer","3"
"2970","769","210","2","8.00","0.00","14","2023-03-09 00:00:00","Zmorge",NULL
"2971","770","150","4","22.50","0.00","14","2023-03-09 00:00:00","4-Bettzimmer mit Lavabo",NULL
"2972","770","210","4","8.00","0.00","14","2023-03-09 00:00:00","Zmorge",NULL
"2973","771","110","18","13.50","0.00","14","2023-03-09 00:00:00","Mehrbettzimmer","3"
"2974","771","210","18","8.00","0.00","14","2023-03-09 00:00:00","Zmorge",NULL
"2975","772","110","3","13.50","0.00","14","2023-03-10 00:00:00","Mehrbettzimmer","3"
"2976","772","210","3","8.00","0.00","14","2023-03-10 00:00:00","Zmorge",NULL
"2977","773","110","3","13.50","0.00","14","2023-03-10 00:00:00","Mehrbettzimmer","3"
"2978","773","210","3","8.00","0.00","14","2023-03-10 00:00:00","Zmorge",NULL
"2979","774","110","5","16.00","0.00","14","2023-03-10 00:00:00","Mehrbettzimmer","3"
"2980","774","210","5","8.00","0.00","14","2023-03-10 00:00:00","Zmorge",NULL
"2981","775","130","14","25.00","0.00","13","2023-03-11 00:00:00","Zweibettzimmer","3"
"2982","775","210","14","8.00","0.00","13","2023-03-11 00:00:00","Zmorge",NULL
"2983","776","150","6","25.00","0.00","14","2023-03-13 00:00:00","Familienzimmer","6"
"2984","776","210","6","8.00","0.00","14","2023-03-13 00:00:00","Zmorge",NULL
"2985","777","110","6","16.00","0.00","14","2023-03-13 00:00:00","Mehrbettzimmer","3"
"2986","777","210","6","8.00","0.00","14","2023-03-13 00:00:00","Zmorge",NULL
"2987","778","130","2","25.00","0.00","14","2023-03-13 00:00:00","Zweibettzimmer","3"
"2988","778","210","2","8.00","0.00","14","2023-03-13 00:00:00","Zmorge",NULL
"2989","778","190","1","0.00","0.00","14","2023-03-13 00:00:00","Kinderpreise unter 2 Jahr",NULL
"2990","778","432","2","5.00","0.00","14","2023-03-13 00:00:00","1-Tageskarte",NULL
"2991","778","240","2","11.50","0.00","14","2023-03-13 00:00:00","Abendessen",NULL
"2992","753","150","42","25.00","0.00","13","2023-03-14 00:00:00","Familienzimmer","6"
"2993","753","210","42","8.00","0.00","13","2023-03-14 00:00:00","Zmorge",NULL
"2994","753","130","2","25.00","0.00","13","2023-03-14 00:00:00","Zweibettzimmer","3"
"2995","753","210","2","8.00","0.00","13","2023-03-14 00:00:00","Zmorge",NULL
"2996","753","210","4","8.00","0.00","13","2023-03-14 00:00:00","Zmorge",NULL
"2997","753","170","4","50.00","0.00","13","2023-03-14 00:00:00","Einerzimmer","7"
"2998","779","210","8","8.00","0.05","1","2023-03-15 00:00:00","Petit déjeuner",NULL
"2999","779","151","8","25.00","0.05","1","2023-03-15 00:00:00","chambre à 4 lits",NULL
"3000","779","130","16","25.00","0.05","1","2023-03-15 00:00:00","Chambre à 2-lits",NULL
"3001","779","210","16","8.00","0.05","1","2023-03-15 00:00:00","Petit déjeuner",NULL
"3002","779","240","34","11.50","0.05","1","2023-03-15 00:00:00","Souper",NULL
"3003","779","230","17","11.50","0.05","1","2023-03-15 00:00:00","Paquet lunch",NULL
"3004","766","130","16","25.00","0.00","13","2023-03-16 00:00:00","Zweibettzimmer","3"
"3005","766","210","16","8.00","0.00","13","2023-03-16 00:00:00","Zmorge",NULL
"3006","766","430","1","44.00","0.00","13","2023-03-16 00:00:00","Mitgliederkarte Familie/L",NULL
"3007","780","110","48","16.00","0.05","13","2023-03-16 00:00:00"," 4 x Mehrbettzimmer m. 6",NULL
"3008","780","151","16","25.00","0.05","13","2023-03-16 00:00:00","2 x 4-Bettzimmer","3"
"3009","780","130","8","25.00","0.05","13","2023-03-16 00:00:00","2 x Zweibettzimmer","3"
"3010","780","170","2","0.00","0.00","13","2023-03-16 00:00:00","1 x Einerzimmer Freiperso",NULL
"3011","780","210","84","8.00","0.05","13","2023-03-16 00:00:00","Zmorge",NULL
"3012","781","110","12","16.00","0.00","13","2023-03-16 00:00:00","3 x Mehrbettzimmer","3"
"3013","781","170","1","50.00","0.00","13","2023-03-16 00:00:00","Einerzimmer",NULL
"3014","781","210","13","8.00","0.00","13","2023-03-16 00:00:00","Zmorge",NULL
"3015","781","240","13","11.50","0.00","13","2023-03-16 00:00:00","Abendessen",NULL
"3016","781","432","1","10.00","0.00","13","2023-03-16 00:00:00","1-Tages-Mitgliedschaft fü",NULL
"3017","782","150","3","25.00","0.00","13","2023-03-16 00:00:00","Familienzimmer","6"
"3018","782","210","3","8.00","0.00","13","2023-03-16 00:00:00","Zmorge",NULL
"3019","782","190","1","16.50","0.00","13","2023-03-16 00:00:00","Kinderpreise Familienzimm",NULL
"3020","782","430","1","44.00","0.00","13","2023-03-16 00:00:00","Mitgliederkarte Familie/L",NULL
"3021","779","150","10","25.00","0.05","13","2023-03-16 00:00:00","Chambre-Famille",NULL
"3022","779","210","10","8.00","0.05","13","2023-03-16 00:00:00","Petit déjeuner",NULL
"3023","783","210","3","8.00","0.00","13","2023-03-16 00:00:00","Zmorge",NULL
"3024","783","151","3","25.00","0.00","13","2023-03-16 00:00:00","4-Bettzimmer","3"
"3025","784","110","12","16.00","0.00","13","2023-03-16 00:00:00","Mehrbettzimmer","3"
"3026","784","210","12","8.00","0.00","13","2023-03-16 00:00:00","Zmorge",NULL
"3027","784","240","6","11.50","0.00","13","2023-03-16 00:00:00","Abendessen",NULL
"3028","731","240","16","11.50","0.00","13","2023-03-16 00:00:00","Abendessen",NULL
"3029","756","240","1","7.00","0.00","13","2023-03-18 00:00:00","Abendessen mit Gutschein",NULL
"3030","756","130","2","22.50","0.00","13","2023-03-18 00:00:00","Zweibettzimmer","3"
"3031","756","210","1","8.00","0.00","13","2023-03-18 00:00:00","Zmorge",NULL
"3032","756","210","1","4.00","0.00","13","2023-03-18 00:00:00","Zmorge",NULL
"3033","769","130","2","22.50","0.00","13","2023-03-19 00:00:00","Chambre à 2-lits",NULL
"3034","769","210","2","8.00","0.00","13","2023-03-19 00:00:00","Petit déjeuner",NULL
"3035","730","240","2","11.50","0.00","13","2023-03-20 00:00:00","Abendessen",NULL
"3036","772","430","1","44.00","0.00","13","2023-03-20 00:00:00","Mitgliederkarte Familie/L",NULL
"3037","785","210","4","8.00","0.00","13","2023-03-20 00:00:00","Zmorge",NULL
"3038","785","151","4","25.00","0.00","13","2023-03-20 00:00:00","4-Bettzimmer","3"
"3039","785","190","1","16.50","0.00","13","2023-03-20 00:00:00","Zmorge",NULL
"3040","785","240","4","11.50","0.00","13","2023-03-20 00:00:00","Abendessen",NULL
"3041","786","130","2","25.00","0.00","13","2023-03-20 00:00:00","Zweibettzimmer","3"
"3042","786","210","2","8.00","0.00","13","2023-03-20 00:00:00","Zmorge",NULL
"3043","786","240","2","11.50","0.00","13","2023-03-20 00:00:00","Abendessen",NULL
"3044","771","110","4","13.50","0.00","13","2023-03-21 00:00:00","Mehrbettzimmer","3"
"3045","771","210","4","8.00","0.00","13","2023-03-21 00:00:00","Zmorge",NULL
"3046","771","240","10","11.50","0.00","13","2023-03-21 00:00:00","Abendessen",NULL
"3047","771","240","8","11.50","0.00","13","2023-03-21 00:00:00","Abendessen",NULL
"3048","771","260","5","2.20","0.00","13","2023-03-21 00:00:00","Hot chocolate",NULL
"3049","771","260","1","2.20","0.00","13","2023-03-21 00:00:00","Kaffee",NULL
"3050","771","260","1","2.00","0.00","13","2023-03-21 00:00:00","Tee",NULL
"3051","787","130","90","25.00","0.00","13","2023-03-22 00:00:00","Zweibettzimmer","3"
"3052","787","210","90","8.00","0.00","13","2023-03-22 00:00:00","Zmorge",NULL
"3053","788","150","6","25.00","0.00","13","2023-03-23 00:00:00","Familienzimmer","6"
"3054","788","210","6","8.00","0.00","13","2023-03-23 00:00:00","Zmorge",NULL
"3055","788","190","3","16.50","0.00","13","2023-03-23 00:00:00","Kinderpreise Familienzimm",NULL
"3056","788","190","3","0.00","0.00","13","2023-03-23 00:00:00","Kinderpreise unter 2 Jahr",NULL
"3057","789","150","2","25.00","0.00","13","2023-03-23 00:00:00","Familienzimmer","6"
"3058","789","210","2","8.00","0.00","13","2023-03-23 00:00:00","Zmorge",NULL
"3059","789","190","2","16.50","0.00","13","2023-03-23 00:00:00","Kinderpreise Familienzimm",NULL
"3060","790","110","2","16.00","0.00","14","2023-03-24 00:00:00","Mehrbettzimmer","3"
"3061","790","210","2","8.00","0.00","14","2023-03-24 00:00:00","Zmorge",NULL
"3062","793","150","4","25.00","0.00","13","2023-03-25 00:00:00","Familienzimmer","6"
"3063","793","210","4","8.00","0.00","13","2023-03-25 00:00:00","Zmorge",NULL
"3064","795","150","9","25.00","0.00","14","2023-03-26 00:00:00","Familienzimmer","6"
"3065","795","210","9","8.00","0.00","14","2023-03-26 00:00:00","Zmorge",NULL
"3066","702","110","20","16.00","0.10","14","2023-03-28 00:00:00","2 x 6-bed-dormitory for m",NULL
"3067","702","190","2","-44.50","0.00","13","2023-03-28 00:00:00","1 x free person (incl. br",NULL
"3068","797","110","48","16.00","0.00","13","2023-03-28 00:00:00","2 x 6-Bettzimmer Studenti",NULL
"3069","797","110","28","16.00","0.00","13","2023-03-28 00:00:00","2 x Mehrbettzimmer für St",NULL
"3070","797","170","8","50.00","0.00","13","2023-03-28 00:00:00","2 x Einerzimmer für Profe",NULL
"3071","797","210","84","8.00","0.00","13","2023-03-28 00:00:00","Zmorge",NULL
"3072","797","240","84","11.50","0.00","13","2023-03-28 00:00:00","Abendessen",NULL
"3073","799","210","9","8.00","0.00","13","2023-03-28 00:00:00","Zmorge",NULL
"3074","799","151","9","25.00","0.00","13","2023-03-28 00:00:00","4-Bettzimmer","3"
"3075","800","150","16","25.00","0.00","13","2023-03-28 00:00:00","Familienzimmer","6"
"3076","800","210","16","8.00","0.00","13","2023-03-28 00:00:00","Zmorge",NULL
"3077","800","240","4","11.50","0.00","13","2023-03-28 00:00:00","Abendessen",NULL
"3078","801","110","5","16.00","0.00","13","2023-03-28 00:00:00","Mehrbettzimmer","3"
"3079","801","210","5","8.00","0.00","13","2023-03-28 00:00:00","Zmorge",NULL
"3080","802","130","6","25.00","0.00","14","2023-03-29 00:00:00","Zweibettzimmer","3"
"3081","802","210","6","8.00","0.00","14","2023-03-29 00:00:00","Zmorge",NULL
"3082","802","150","12","25.00","0.00","14","2023-03-29 00:00:00","Familienzimmer","6"
"3083","802","210","12","8.00","0.00","14","2023-03-29 00:00:00","Zmorge",NULL
"3084","802","432","3","10.00","0.00","14","2023-03-29 00:00:00","1-familie-karte",NULL
"3085","802","432","6","5.00","0.00","14","2023-03-29 00:00:00","1-Tageskarte",NULL
"3086","803","110","24","16.00","0.00","14","2023-03-30 00:00:00","Mehrbettzimmer","3"
"3087","803","210","24","8.00","0.00","14","2023-03-30 00:00:00","Zmorge",NULL
"3088","803","130","16","25.00","0.00","14","2023-03-30 00:00:00","Zweibettzimmer","3"
"3089","803","210","16","8.00","0.00","14","2023-03-30 00:00:00","Zmorge",NULL
"3090","803","210","8","8.00","0.00","14","2023-03-30 00:00:00","Zmorge",NULL
"3091","803","151","8","25.00","0.00","14","2023-03-30 00:00:00","4-Bettzimmer","3"
"3092","773","240","3","11.50","0.00","14","2023-03-30 00:00:00","Abendessen",NULL
"3093","770","430","1","44.00","0.00","13","2023-03-31 00:00:00","Mitgliederkarte Familie/L",NULL
"3094","805","150","4","25.00","0.00","1","2023-03-31 00:00:00","Familienzimmer","6"
"3095","805","210","4","8.00","0.00","1","2023-03-31 00:00:00","Zmorge",NULL
"3096","809","110","10","16.00","0.00","13","2023-04-03 00:00:00","Mehrbettzimmer","3"
"3097","809","210","10","8.00","0.00","13","2023-04-03 00:00:00","Zmorge",NULL
"3098","810","110","108","16.00","0.00","13","2023-04-05 00:00:00","dormitory",NULL
"3099","810","210","108","8.00","0.00","13","2023-04-05 00:00:00","Breakfast",NULL
"3100","810","210","9","8.00","0.00","13","2023-04-05 00:00:00","Breakfast",NULL
"3101","810","151","9","25.00","0.00","13","2023-04-05 00:00:00","4-bedroom",NULL
"3102","811","110","18","16.00","0.00","13","2023-04-05 00:00:00","Mehrbettzimmer","3"
"3103","811","210","18","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3104","811","210","3","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3105","811","151","3","25.00","0.00","13","2023-04-05 00:00:00","4-Bettzimmer","3"
"3106","811","110","10","16.00","0.00","13","2023-04-05 00:00:00","Mehrbettzimmer","3"
"3107","811","210","10","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3108","811","210","3","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3109","811","151","3","25.00","0.00","13","2023-04-05 00:00:00","4-Bettzimmer","3"
"3110","811","130","2","25.00","0.00","13","2023-04-05 00:00:00","Zweibettzimmer","3"
"3111","811","210","2","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3112","811","130","2","25.00","0.00","13","2023-04-05 00:00:00","Zweibettzimmer","3"
"3113","811","210","2","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3114","811","210","1","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3115","811","170","1","50.00","0.00","13","2023-04-05 00:00:00","Einerzimmer",NULL
"3116","811","240","39","11.50","0.00","13","2023-04-05 00:00:00","Abendessen",NULL
"3117","812","210","3","8.00","0.00","13","2023-04-05 00:00:00","Zmorge",NULL
"3118","812","151","3","25.00","0.00","13","2023-04-05 00:00:00","4-Bettzimmer","3"
"3119","780","110","10","16.00","0.05","13","2023-04-06 00:00:00","1 x Mehrbettzimmer m .5-B",NULL
"3120","780","130","-2","25.00","0.00","13","2023-04-06 00:00:00","Zweibettzimmer Freiperson",NULL
"3121","780","210","-4","8.00","0.05","13","2023-04-06 00:00:00","Zmorge",NULL
"3122","774","240","4","11.50","0.00","13","2023-04-06 00:00:00","Abendessen",NULL
"3123","817","110","24","16.00","0.00","13","2023-04-06 00:00:00","Mehrbettzimmer","3"
"3124","817","210","24","8.00","0.00","13","2023-04-06 00:00:00","Zmorge",NULL
"3125","818","110","104","16.00","0.10","13","2023-04-06 00:00:00","4 x 6-Bettzimmer","3"
"3126","818","170","8","50.00","0.00","13","2023-04-06 00:00:00","2 x Einerzimmer",NULL
"3127","818","210","112","8.00","0.00","13","2023-04-06 00:00:00","Zmorge",NULL
"3128","818","240","112","11.50","0.00","13","2023-04-06 00:00:00","Abendessen",NULL
"3129","818","170","-8","50.00","0.00","13","2023-04-06 00:00:00","Einerzimmer","5"
"3130","819","110","45","16.00","0.00","13","2023-04-07 00:00:00","Mehrbettzimmer","3"
"3131","819","210","45","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3132","819","110","30","16.00","0.00","13","2023-04-07 00:00:00","Mehrbettzimmer","3"
"3133","819","210","30","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3134","819","210","3","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3135","819","170","3","50.00","0.00","13","2023-04-07 00:00:00","Einerzimmer","5"
"3136","819","210","3","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3137","819","170","3","50.00","0.00","13","2023-04-07 00:00:00","Einerzimmer","5"
"3138","819","130","12","25.00","0.00","13","2023-04-07 00:00:00","Zweibettzimmer","3"
"3139","819","210","12","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3140","819","210","-3","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3141","819","170","-3","50.00","0.00","13","2023-04-07 00:00:00","Einerzimmer","5"
"3142","820","110","50","16.00","0.00","13","2023-04-07 00:00:00","Mehrbettzimmer","3"
"3143","820","210","50","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3144","820","210","2","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3145","820","170","2","50.00","0.00","13","2023-04-07 00:00:00","Einerzimmer","5"
"3146","820","130","4","25.00","0.00","13","2023-04-07 00:00:00","Zweibettzimmer","3"
"3147","820","210","4","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3148","820","240","56","11.50","0.00","13","2023-04-07 00:00:00","Abendessen",NULL
"3149","821","150","20","25.00","0.00","13","2023-04-07 00:00:00","Familienzimmer","6"
"3150","821","210","20","8.00","0.00","13","2023-04-07 00:00:00","Zmorge",NULL
"3151","822","130","12","25.00","0.00","13","2023-04-08 00:00:00","Zweibettzimmer","3"
"3152","822","210","12","8.00","0.00","13","2023-04-08 00:00:00","Zmorge",NULL
"3153","823","210","3","8.00","0.00","13","2023-04-11 00:00:00","Zmorge",NULL
"3154","823","170","3","50.00","0.00","13","2023-04-11 00:00:00","Einerzimmer","5"
"3155","823","110","24","16.00","0.00","13","2023-04-11 00:00:00","Mehrbettzimmer","3"
"3156","823","210","24","8.00","0.00","13","2023-04-11 00:00:00","Zmorge",NULL
"3157","823","210","12","8.00","0.00","13","2023-04-11 00:00:00","Zmorge",NULL
"3158","823","151","12","25.00","0.00","13","2023-04-11 00:00:00","4-Bettzimmer","3"
"3159","824","110","72","16.00","0.10","13","2023-04-11 00:00:00","Mehrbettzimmer","3"
"3160","824","210","72","8.00","0.10","13","2023-04-11 00:00:00","Zmorge",NULL
"3161","825","130","6","25.00","0.00","13","2023-04-11 00:00:00","Zweibettzimmer","3"
"3162","825","210","6","8.00","0.00","13","2023-04-11 00:00:00","Zmorge",NULL
"3163","826","130","1","25.00","0.00","13","2023-04-11 00:00:00","Zweibettzimmer","3"
"3164","826","210","1","8.00","0.00","13","2023-04-11 00:00:00","Zmorge",NULL
"3165","827","130","2","25.00","0.00","13","2023-04-13 00:00:00","Zweibettzimmer","3"
"3166","827","210","2","8.00","0.00","13","2023-04-13 00:00:00","Zmorge",NULL
"3167","827","432","2","5.00","0.00","13","2023-04-13 00:00:00","1-Tageskarte, wenn keine",NULL
"3168","828","130","2","25.00","0.00","13","2023-04-13 00:00:00","Zweibettzimmer","3"
"3169","828","210","2","8.00","0.00","13","2023-04-13 00:00:00","Zmorge",NULL
"3170","828","210","3","8.00","0.00","13","2023-04-13 00:00:00","Zmorge",NULL
"3171","828","151","3","25.00","0.00","13","2023-04-13 00:00:00","4-Bettzimmer","3"
"3172","715","110","-1","16.00","0.00","14","2023-04-14 00:00:00","Mehrbettzimmer","3"
"3173","715","210","-1","8.00","0.00","14","2023-04-14 00:00:00","Zmorge",NULL
"3174","715","130","-1","25.00","0.00","14","2023-04-14 00:00:00","Zweibettzimmer","3"
"3175","715","210","-1","8.00","0.00","14","2023-04-14 00:00:00","Zmorge",NULL
"3176","830","110","6","16.00","0.00","13","2023-04-15 00:00:00","Mehrbettzimmer","3"
"3177","830","210","6","8.00","0.00","13","2023-04-15 00:00:00","Zmorge",NULL
"3178","831","130","54","25.00","0.00","13","2023-04-15 00:00:00","Zweibettzimmer","3"
"3179","831","210","54","8.00","0.00","13","2023-04-15 00:00:00","Zmorge",NULL
"3180","831","110","54","16.00","0.00","13","2023-04-15 00:00:00","Mehrbettzimmer","3"
"3181","831","210","54","8.00","0.00","13","2023-04-15 00:00:00","Zmorge",NULL
"3182","833","110","1","16.00","0.00","14","2023-04-17 00:00:00","Mehrbettzimmer","3"
"3183","833","210","1","8.00","0.00","14","2023-04-17 00:00:00","Zmorge",NULL
"3184","834","130","2","25.00","0.00","14","2023-04-17 00:00:00","Zweibettzimmer","3"
"3185","834","210","2","8.00","0.00","14","2023-04-17 00:00:00","Zmorge",NULL
"3186","817","240","24","11.50","0.00","14","2023-04-17 00:00:00","Abendessen",NULL
"3187","817","110","-1","16.00","0.00","14","2023-04-17 00:00:00","Mehrbettzimmer","3"
"3188","817","210","-1","8.00","0.00","14","2023-04-17 00:00:00","Zmorge",NULL
"3189","835","130","16","25.00","0.00","13","2023-04-20 00:00:00","Zweibettzimmer","3"
"3190","835","210","16","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3191","835","210","16","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3192","835","151","16","25.00","0.00","13","2023-04-20 00:00:00","4-Bettzimmer","3"
"3193","836","130","2","25.00","0.00","13","2023-04-20 00:00:00","Zweibettzimmer","3"
"3194","836","210","2","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3195","836","210","4","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3196","836","151","4","25.00","0.00","13","2023-04-20 00:00:00","4-Bettzimmer","3"
"3197","836","150","18","25.00","0.00","13","2023-04-20 00:00:00","Familienzimmer","6"
"3198","836","210","18","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3199","836","150","5","25.00","0.00","13","2023-04-20 00:00:00","Familienzimmer","6"
"3200","836","210","5","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3201","836","110","6","16.00","0.00","13","2023-04-20 00:00:00","Mehrbettzimmer","3"
"3202","836","210","6","8.00","0.00","13","2023-04-20 00:00:00","Zmorge",NULL
"3203","838","150","24","25.00","0.00","13","2023-04-24 00:00:00","Familienzimmer","6"
